@timestamp,agent.id,agent.name,rule.id,rule.description,rule.level,rule.groups,decoder.name,location,full_log,data.audit.id
"Apr 7, 2026 @ 03:36:04.488",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:36:04.488",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:36:04.488",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:34:49.484",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:34:49.484",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:34:49.484",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:33:34.480",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:33:34.479",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:33:34.479",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:32:19.475",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:32:19.475",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:32:19.475",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:31:04.470",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:31:04.470",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:31:04.470",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:29:59.466",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:29:59.466",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:29:59.465",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:28:44.462",4,VM2,591,Log file rotated.,3,ossec,ossec,logcollector,ossec: File rotated (inode changed): '/var/log/audit/audit.log'.,-
"Apr 7, 2026 @ 03:28:43.461",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:28:43.461",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:28:43.461",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:27:28.458",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:27:28.458",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:27:28.457",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:26:13.453",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:26:13.453",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:26:13.453",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:24:58.449",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:24:58.449",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:24:58.449",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:23:43.445",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:23:43.445",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:23:43.445",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:22:28.441",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:22:28.441",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:22:28.441",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:21:13.437",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:21:13.437",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:21:13.436",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:19:58.433",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:19:58.433",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:19:58.433",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:18:43.429",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:18:43.429",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:18:43.429",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:17:28.425",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:17:27.425",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:17:27.425",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:16:22.421",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:16:22.421",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:16:22.421",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:15:07.417",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:15:07.417",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:15:07.416",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:13:52.413",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:13:52.413",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:13:52.412",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:12:37.408",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:12:37.408",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:12:37.408",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:11:22.404",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:11:22.404",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:11:22.404",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:10:07.400",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:10:07.400",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:10:07.399",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:08:52.396",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:08:52.396",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:08:52.395",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:07:37.391",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:07:37.391",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:07:37.391",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:06:22.388",4,VM2,591,Log file rotated.,3,ossec,ossec,logcollector,ossec: File rotated (inode changed): '/var/log/audit/audit.log'.,-
"Apr 7, 2026 @ 03:06:22.388",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:06:22.388",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:06:22.388",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:05:07.384",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:05:07.383",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:05:07.383",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:03:52.380",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:03:52.380",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:03:52.380",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:02:37.376",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:02:37.376",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:02:37.376",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:01:32.373",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:01:32.372",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:01:32.372",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:00:27.368",4,VM2,80730,Auditd: SELinux permission check.,3,"audit, audit_selinux",auditd,/var/log/audit/audit.log,"type=AVC msg=audit(1775511022.860:7111823): apparmor=""DENIED"" operation=""open"" class=""file"" profile=""snap.firmware-updater.firmware-notifier"" name=""/proc/sys/vm/max_map_count"" pid=1720776 comm=""firmware-notifi"" requested_mask=""r"" denied_mask=""r"" fsuid=1000 ouid=0FSUID=""diat"" OUID=""root"" type=SYSCALL msg=audit(1775511022.860:7111823): arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=584826ca6e94 a2=0 a3=0 items=1 ppid=7032 pid=1720776 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=3 comm=""firmware-notifi"" exe=""/snap/firmware-updater/212/bin/firmware-notifier"" subj=snap.firmware-updater.firmware-notifier key=(null)ARCH=x86_64 SYSCALL=openat AUID=""diat"" UID=""diat"" GID=""diat"" EUID=""diat"" SUID=""diat"" FSUID=""diat"" EGID=""diat"" SGID=""diat"" FSGID=""diat"" type=CWD msg=audit(1775511022.860:7111823): cwd=""/var/snap/firmware-updater/212"" type=PATH msg=audit(1775511022.860:7111823): item=0 name=""/proc/sys/vm/max_map_count"" inode=24794 dev=00:19 mode=0100644 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1775511022.860:7111823): proctitle=2F736E61702F736E6170642F32363338322F7573722F6C69622F736E6170642F736E61702D636F6E66696E65002D2D6261736500636F7265323400736E61702E6669726D776172652D757064617465722E6669726D776172652D6E6F746966696572002F7573722F6C69622F736E6170642F736E61702D65786563006669726D",7111823
"Apr 7, 2026 @ 03:00:12.367",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 03:00:12.367",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 03:00:12.366",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 02:58:57.363",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 02:58:57.363",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,-
"Apr 7, 2026 @ 02:58:57.363",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
"Apr 7, 2026 @ 02:57:42.360",2,target-linux,510,Host-based anomaly detection event (rootcheck).,7,"ossec, rootcheck",rootcheck,rootcheck,File '/etc/passwd' is owned by root and has written permissions to anyone.,-
